Incident Number,Province,Incident type,Incident Types,Emergency Level,Reported Date,Discovered Date and Time,Regulation,Status,Company,Latitude,Longitude,Facility Name,Pipeline or Facility Type,Pipeline Name,Pipeline length (km),Pipeline/Equipment Involved?,Equipment Inspected?,No maintenance done on this equipment or component,Substance,Rupture,Released substance type,Release Type,Released volume (m3),Substance carried,Why it Happened,Significant,Activity being performed at time of incident,Workdays lost,Number of fatalities,Number of individuals injured,Number of people evacuated
INC2014-154,New Brunswick,Release of Substance,Release of Substance,Level I,12/23/2014,12/23/2014 4:15,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,45.25902,-66.094405,,,Saint John Lateral,104.6217,Yes,Yes,Yes,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,100,Natural Gas,Maintenance,No,Operation,,,,0
INC2014-153,Saskatchewan,Release of Substance,Release of Substance,Level I,12/17/2014,12/16/2014 10:42,OPR,Closed,Enbridge Pipelines Inc.,50.482408,-104.575209,,Transmission,Line 4,1248.91,Yes,Yes,Yes,Crude Oil - Sweet,No,Crude Oil - Sweet,Liquid,173.6,Crude Oil,"Engineering and Planning, Inadequate Procurement, Maintenance",No,Operation,,,,0
INC2014-151,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,12/9/2014,12/8/2014 10:22,OPR,Closed,NOVA Gas Transmission Ltd.,54.836647,-112.551304,,,Atmore Lateral - Nps 12,19.99927,No,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,Engineering and Planning,No,Maintenance,,,,0
INC2014-150,Alberta,Fire,Fire,Level I,12/5/2014,12/5/2014 3:00,OPR,Closed,Cochin Pipe Lines Ltd.,52.405926,-110.026224,,,"",,No,No,No,Not Applicable,No,,Not Applicable,,,"Human Factors, Inadequate Procurement, Inadequate Supervision, Maintenance",No,Construction,,,,0
INC2014-149,British Columbia,Release of Substance,Release of Substance,Level I,12/4/2014,12/4/2014 7:05,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.56909171,-121.9446616,PINE RIVER GAS PLANT (PRGP),,"",,Yes,Yes,Yes,Sulphur Dioxide,No,Sulphur Dioxide,Miscellaneous,3175,,Maintenance,No,Operation,,,,0
INC2014-148,Ontario,Release of Substance,Release of Substance,Level I,12/4/2014,12/4/2014 11:00,OPR,Closed,TransCanada PipeLines Limited,49.79171,-94.49432,STN 49 - KENORA,,Line 100-1,2595.725,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.01,Natural Gas,Maintenance,No,Operation,,,,0
INC2014-147,Alberta,Release of Substance,Release of Substance,Level I,12/3/2014,12/3/2014 8:07,OPR,Closed,Alliance Pipeline Ltd.,53.032311,-111.221031,IRMA,,Mainline,1551.609,No,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.01,Natural Gas,Maintenance,No,Operation,,,,0
INC2014-146,British Columbia,Release of Substance,Release of Substance,Level I,11/27/2014,11/27/2014 12:00,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.56909171,-121.9446616,PINE RIVER GAS PLANT (PRGP),,"",,No,No,No,Sulphur Dioxide,No,Sulphur Dioxide,Miscellaneous,9000,,Maintenance,No,Operation,,,,0
INC2014-139,British Columbia,Release of Substance,Release of Substance,Level I,11/15/2014,11/15/2014 5:00,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",56.14633,-120.66918,,,"",,No,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,,,Maintenance,No,Operation,,,,0
INC2014-137,Alberta,Release of Substance,Release of Substance,Level I,11/12/2014,11/12/2014 2:30,OPR,Closed,NOVA Gas Transmission Ltd.,52.46696,-114.2987,GILBY SOUTH PACIFIC,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.001,,Engineering and Planning,No,Maintenance,,,,0
INC2014-136,New Brunswick,Release of Substance,Release of Substance,Level I,11/10/2014,11/10/2014 5:20,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,45.27322,-66.06481,,,Saint John Lateral,104.6217,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.01,Natural Gas,Tools and Equipment,No,Operation,,,,0
INC2014-134,Ontario,Release of Substance,Release of Substance,Level I,11/4/2014,11/3/2014 7:00,OPR,Closed,TransCanada PipeLines Limited,46.23981,-78.13258,STN 1206 - DEUX RIVIERES,,Deux Rivieres Loop,29.83448,Yes,Yes,Yes,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,101000,Natural Gas,"Engineering and Planning, Maintenance",Yes,Operation,,,,0
INC2014-132,Alberta,Release of Substance,Release of Substance,Level I,10/23/2014,10/20/2014 2:38,OPR,Closed,Alliance Pipeline Ltd.,53.03122,-111.2215,IRMA,,Mainline,1551.609,Yes,Yes,Yes,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.01,Natural Gas,Maintenance,No,Operation,,,,0
INC2014-131,Alberta,"Geo-technical, Hydro-technical or Environmental Activity that Threatens the Safe Operation of a Pipeline, Operation Beyond Design Limits",Operation Beyond Design Limits,Level I,10/22/2014,10/22/2014 12:00,OPR,Closed,Alliance Pipeline Ltd.,54.41803,-117.14534,,Transmission,Bigstone Lateral,33.8147,Yes,Yes,Yes,Not Applicable,No,,Not Applicable,,Natural Gas,Engineering and Planning,No,Operation,,,,0
INC2014-130,British Columbia,Release of Substance,Release of Substance,Level I,10/19/2014,10/18/2014 10:30,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.56909171,-121.9446616,PINE RIVER GAS PLANT (PRGP),,"",,No,No,No,Hydrogen Sulphide,No,Hydrogen Sulphide,Miscellaneous,0.0003,,Maintenance,Yes,Operation,,,,0
INC2014-129,Alberta,Serious Injury (CER or TSB),Serious Injury (CER or TSB),Level I,10/17/2014,10/16/2014 11:20,OPR,Closed,Enbridge Pipelines Inc.,53.54267,-113.35517,,Transmission,"",,No,No,No,Not Applicable,No,,Not Applicable,,,Human Factors,Yes,Maintenance,,,1,0
INC2014-128,Northwest Territories,Fire,Fire,Level I,10/16/2014,10/16/2014 2:15,OPR,Closed,Enbridge Pipelines (NW) Inc.,61.86168,-121.34796,,,Line 21,989.5585,Yes,No,No,Not Applicable,No,,Not Applicable,,Crude Oil,Human Factors,No,Operation,,,,0
INC2014-127,British Columbia,Release of Substance,Release of Substance,Level I,10/3/2014,10/2/2014 1:00,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.56909171,-121.9446616,PINE RIVER GAS PLANT (PRGP),,"",,No,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,,,Standards and Procedures,No,Maintenance,,,,0
INC2014-126,Alberta,Serious Injury (CER or TSB),Serious Injury (CER or TSB),Level II,10/2/2014,10/2/2014 7:00,OPR,Closed,Enbridge Pipelines Inc.,53.00696,-112.82689,,Transmission,"",,Yes,No,No,Not Applicable,No,,Not Applicable,,,"Human Factors, Standards and Procedures",Yes,Operation,,,2,0
INC2014-124,British Columbia,Release of Substance,Release of Substance,Level I,10/2/2014,10/2/2014 3:50,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.5724,-121.9442,,,"",,Yes,Yes,Yes,Sulphur,No,Sulphur,Miscellaneous,0.382,,Maintenance,No,Operation,,,,0
INC2014-123,Ontario,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,9/29/2014,9/29/2014 11:34,OPR,Closed,Trans-Northern Pipelines Inc.,43.69319,-79.60875,,,"",,Yes,Yes,Yes,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2014-121,New Brunswick,Release of Substance,Release of Substance,Level I,9/22/2014,9/22/2014 9:30,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,45.461,-66.99757,,,Mainline,574.8808,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.3,Natural Gas,Inadequate Procurement,No,Maintenance,,,,0
INC2014-120,British Columbia,Release of Substance,Release of Substance,Level I,9/19/2014,9/19/2014 12:00,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.569092,-121.944662,,,"",,No,No,No,Sulphur,No,Sulphur,Miscellaneous,,,To be determined,No,Operation,,,,0
INC2014-112,Alberta,Fire,Fire,Level I,9/8/2014,9/8/2014 2:30,OPR,Closed,NOVA Gas Transmission Ltd.,57.191516,-118.194326,,,"",,Yes,Yes,Yes,Not Applicable,No,,Not Applicable,,,Maintenance,No,Operation,,,,0
INC2014-111,British Columbia,Fatality,Fatality,Level III,9/2/2014,9/2/2014 3:32,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",56.146303,-120.669169,,Processing,"",,No,No,No,Not Applicable,No,,Not Applicable,,,"Human Factors, Inadequate Supervision, Standards and Procedures",Yes,Operation,,1,,0
INC2014-110,British Columbia,Release of Substance,Release of Substance,Level I,8/24/2014,8/24/2014 2:00,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.56909171,-121.9446616,,,"",,No,No,No,Sulphur,No,Sulphur,Miscellaneous,8.25,,"Engineering and Planning, Maintenance",No,Operation,,,,0
INC2014-106,Alberta,Release of Substance,Release of Substance,Level I,8/13/2014,8/13/2014 5:00,OPR,Closed,Enbridge Pipelines Inc.,53.547403,-113.355714,,,Line 1,1255.999,Yes,No,No,Natural Gas Liquids,No,Natural Gas Liquids,Gas,0.0001,Crude Oil,"Inadequate Supervision, Maintenance",No,Operation,,,,0
INC2014-105,Alberta,Fire,Fire,Level I,8/11/2014,8/11/2014 3:30,OPR,Closed,Enbridge Pipelines Inc.,53.547403,-113.355714,,,Epi - Edmonton Terminal,,Yes,No,No,Not Applicable,No,,Not Applicable,,,Maintenance,No,Operation,,,,0
INC2014-104,British Columbia,Release of Substance,Release of Substance,Level I,8/6/2014,8/4/2014 9:51,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.569092,-121.944662,,,Grizzly Pipeline,160.6452,No,No,No,Sulphur,No,Sulphur,Miscellaneous,63,Natural Gas Sour,"Engineering and Planning, Maintenance",No,Operation,,,,0
INC2014-101,Ontario,Release of Substance,Release of Substance,Level I,8/1/2014,7/31/2014 11:00,OPR,Closed,TransCanada PipeLines Limited,43.873742,-79.579834,,,"",,No,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,To be determined,No,Operation,,,,0
INC2014-097,British Columbia,Fire,Fire,Level I,7/18/2014,7/18/2014 1:30,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.93969,-120.16184,,,"26 Alberta Mainline""",57.94914,No,No,No,Not Applicable,No,,Not Applicable,,Natural Gas Sweet,"Engineering and Planning, Maintenance",No,Operation,,,,0
INC2014-096,Alberta,Release of Substance,Release of Substance,Level I,7/6/2014,7/6/2014 10:00,OPR,Closed,NOVA Gas Transmission Ltd.,51.40375331,-114.0339696,,Transmission,"",,Yes,Yes,Yes,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,2,,"Engineering and Planning, Maintenance",No,Operation,,,,0
INC2014-095,Ontario,Release of Substance,Release of Substance,Level I,7/3/2014,7/3/2014 7:30,OPR,Closed,TransCanada PipeLines Limited,45.30533,-76.20745,,,Tcpl - Mlv 1216,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.0001,,"Engineering and Planning, Tools and Equipment",No,Operation,,,,0
INC2014-093,Alberta,Release of Substance,Release of Substance,Level I,6/27/2014,5/25/2014 8:00,OPR,Closed,Alliance Pipeline Ltd.,54.528731,-118.154622,,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Maintenance,No,Operation,,,,0
INC2014-091,Ontario,Release of Substance,Release of Substance,Level I,6/21/2014,6/20/2014 12:00,OPR,Closed,TransCanada PipeLines Limited,49.80132,-86.7603,,Gathering,"",,Yes,No,Yes,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,40,,Engineering and Planning,No,Operation,,,,0
INC2014-090,Saskatchewan,Fire,Fire,Level I,6/20/2014,6/20/2014 10:30,OPR,Closed,Enbridge Pipelines Inc.,51.868264,-109.036068,,,Epi - Kerrobert Terminal,,Yes,No,No,Not Applicable,No,,Not Applicable,,,"Engineering and Planning, Human Factors, Inadequate Supervision, Standards and Procedures",No,Maintenance,,,,0
INC2014-089,Ontario,Release of Substance,Release of Substance,Level I,6/18/2014,6/18/2014 1:30,OPR,Closed,TransCanada PipeLines Limited,49.80158,-86.7605,,Transmission,Tcpl - Station 80 (Geraldton Compressor Station),,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.001,,Tools and Equipment,No,Operation,,,,0
INC2014-087,British Columbia,Fire,Fire,Level I,6/13/2014,6/13/2014 12:00,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",58.09092,-122.70921,,,Compressor Station N2,,No,No,No,Not Applicable,No,,Not Applicable,,,Natural or Environmental Forces,No,Operation,,,,0
INC2014-086,British Columbia,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,6/13/2014,6/12/2014 11:00,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",58.65309,-122.68472,,Processing,Fort Nelson Gas Plant,,Yes,No,No,Not Applicable,No,,Not Applicable,,,To be determined,No,Operation,,,,0
INC2014-084,Alberta,Release of Substance,Release of Substance,Level I,6/11/2014,6/11/2014 9:45,OPR,Closed,NOVA Gas Transmission Ltd.,55.24345,-119.69047,,Transmission,Goodfare M/S,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.0001,,Engineering and Planning,No,Maintenance,,,,0
INC2014-083,British Columbia,Fire,Fire,Level I,6/10/2014,6/10/2014 12:00,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.814038,-120.869412,,,Sunset Compressor Site,,Yes,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2014-082,Saskatchewan,Release of Substance,Release of Substance,Level I,6/5/2014,6/4/2014 9:39,OPR,Closed,Enbridge Pipelines Inc.,51.868264,-109.036068,,,Kerrobert Terminal,,No,No,No,Natural Gas Liquids,No,Natural Gas Liquids,Gas,0.0001,,"Maintenance, Tools and Equipment",No,Operation,,,,0
INC2014-081,Alberta,Release of Substance,Release of Substance,Level I,6/3/2014,6/2/2014 7:45,OPR,Closed,NOVA Gas Transmission Ltd.,52.92871,-111.88764,,Transmission,Killam North Lateral - Nps 6,15.68988,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,322,Natural Gas,Maintenance,No,Operation,,,,0
INC2014-080,Ontario,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,6/2/2014,5/31/2014 11:54,OPR,Closed,Trans-Northern Pipelines Inc.,43.39419228,-79.73731816,OAKVILLE STATION,Transmission,Mainline,635.0188,Yes,Yes,Yes,Not Applicable,No,,Not Applicable,,Refined Products-Aviation,"Engineering and Planning, Failure in communication",No,Operation,,,,0
INC2014-079,Quebec,Fire,Fire,Level I,6/2/2014,6/2/2014 2:20,OPR,Closed,Enbridge Pipelines Inc.,45.562805,-74.336053,,,Line 9,859.7003,No,No,No,Not Applicable,No,,Not Applicable,,Crude Oil,"Failure in communication, Standards and Procedures",No,Operation,,,,0
INC2014-078,Alberta,Release of Substance,Release of Substance,Level I,6/2/2014,6/2/2014 11:50,OPR,Closed,Alliance Pipeline Ltd.,53.818798,-113.584867,,Transmission,Alliance - Morinville Compressor Station,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,160000,,Maintenance,Yes,Operation,,,,0
INC2014-076,Manitoba,Release of Substance,Release of Substance,Level I,5/28/2014,5/27/2014 4:10,OPR,Closed,TransCanada PipeLines Limited,49.911934,-98.517574,,,Line 100-4,1422.828,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,,Natural Gas,Maintenance,No,Operation,,,,0
INC2014-074,Alberta,Release of Substance,Release of Substance,Level I,5/26/2014,5/26/2014 5:00,OPR,Closed,NOVA Gas Transmission Ltd.,53.522635,-112.075565,,Transmission,North Lateral Extension Loop - Nps 20,40.08068,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,1114,Natural Gas,Maintenance,No,Operation,,,,0
INC2014-071,British Columbia,Release of Substance,Release of Substance,Level I,5/14/2014,5/12/2014 12:00,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",56.146303,-120.669169,,,Wei - Mcmahon Gas Plant (Taylor Gas Plant),,No,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,,,To be determined,No,Operation,,,,0
INC2014-068,Nova Scotia,Release of Substance,Release of Substance,Level I,5/6/2014,5/5/2014 10:00,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,44.665206,-63.567743,,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,30,,Maintenance,No,Maintenance,,,,0
INC2014-067,Alberta,Release of Substance,Release of Substance,Level I,5/2/2014,4/29/2014 12:00,OPR,Closed,Alliance Pipeline Ltd.,53.031216,-111.221509,,,Mainline,1551.609,No,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,,Natural Gas,Human Factors,No,Construction,,,,0
INC2014-065,Alberta,Release of Substance,Release of Substance,Level I,5/1/2014,4/30/2014 4:30,OPR,Closed,NOVA Gas Transmission Ltd.,52.173034,-113.83314,,Transmission,Ngtl - Joffre Sales Lateral Nps-10,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,148,,Engineering and Planning,No,Operation,,,,0
INC2014-064,British Columbia,"Adverse Environmental Effects, Release of Substance","Release of Substance, Adverse Environmental Effects",Level I,5/1/2014,4/30/2014 11:20,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",58.653246,-122.684823,,,Fort Nelson Gas Plant,,No,No,No,Amine,No,Amine,Miscellaneous,6.5,,Engineering and Planning,Yes,Maintenance,,,,0
INC2014-062,Alberta,Release of Substance,Release of Substance,Level I,4/28/2014,4/28/2014 3:20,OPR,Closed,NOVA Gas Transmission Ltd.,55.569186,-110.720302,,Transmission,Graham Lateral Loop - Nps 12,56.36135,No,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.001,Natural Gas,"Engineering and Planning, Failure in communication, Human Factors, Inadequate Procurement, Standards and Procedures",No,Construction,,,,0
INC2014-061,Ontario,Release of Substance,Release of Substance,Level I,4/24/2014,4/24/2014 11:00,OPR,Closed,TransCanada PipeLines Limited,49.586667,-83.159167,,Transmission,Tcpl - Station 92 (Mattice Compressor Station),,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.0001,,Engineering and Planning,No,Operation,,,,0
INC2014-060,Nova Scotia,Release of Substance,Release of Substance,Level I,4/19/2014,4/19/2014 6:00,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,45.375146,-62.452544,,,Mainline,574.8808,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,56,Natural Gas,Maintenance,No,Operation,,,,0
INC2014-059,Alberta,Release of Substance,Release of Substance,Level I,4/18/2014,4/18/2014 4:30,OPR,Closed,Enbridge Pipelines Inc.,53.547403,-113.355714,,Transmission,"",,Yes,No,No,Crude Oil - Sweet,No,Crude Oil - Sweet,Liquid,15,,Standards and Procedures,No,Operation,,,,0
INC2014-058,British Columbia,Release of Substance,Release of Substance,Level I,4/13/2014,4/13/2014 4:00,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",50.749343,-120.857245,,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,1522790,,"Human Factors, Maintenance, Tools and Equipment",Yes,Operation,,,,0
INC2014-056,British Columbia,"Adverse Environmental Effects, Release of Substance","Release of Substance, Adverse Environmental Effects",Level I,4/10/2014,4/10/2014 11:15,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.569092,-121.944662,,,"",,No,No,No,Crude Oil - Sweet,No,Crude Oil - Sweet,Liquid,3,,"Maintenance, Standards and Procedures",Yes,Operation,,,,0
INC2014-055,New Brunswick,Release of Substance,Release of Substance,Level I,4/10/2014,4/10/2014 9:00,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,45.273315,-66.063308,,,Egbert Strret Meter Station,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,1,,"Engineering and Planning, Maintenance",No,Operation,,,,0
INC2014-053,Alberta,Fire,Fire,Level I,4/9/2014,4/9/2014 4:00,OPR,Closed,Enbridge Pipelines Inc.,52.641345,-111.270617,,,Hardisty Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,"Human Factors, Inadequate Procurement",No,Operation,,,,0
INC2014-052,Saskatchewan,Release of Substance,Release of Substance,Level I,4/7/2014,4/7/2014 3:30,OPR,Closed,Kinder Morgan Cochin ULC,51.17738,-106.588176,,,Elbow Pump Station Sask,,Yes,No,No,Propane,No,Propane,Gas,0,,"Engineering and Planning, Human Factors",No,Maintenance,,,,0
INC2014-050,Alberta,Release of Substance,Release of Substance,Level I,4/1/2014,3/31/2014 3:30,OPR,Closed,Enbridge Pipelines Inc.,53.542908,-113.36445,,,Line 2,1282.305,Yes,No,No,Crude Oil - Sour,No,Crude Oil - Sour,Liquid,2.5,Crude Oil,Engineering and Planning,Yes,Maintenance,,,,0
INC2014-048,Alberta,Release of Substance,Release of Substance,Level I,3/27/2014,3/27/2014 5:00,OPR,Closed,NOVA Gas Transmission Ltd.,50.78931,-112.46998,,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,1110,,"Engineering and Planning, Maintenance",No,Operation,,,,0
INC2014-047,Alberta,Release of Substance,Release of Substance,Level I,3/25/2014,3/25/2014 8:00,OPR,Closed,Kinder Morgan Cochin ULC,52.922575,-110.96759,,,Cochin - Fabyan Pump Station,,Yes,No,No,Mixed HVP Hydrocarbons,No,Mixed HVP Hydrocarbons,Gas,0,,Maintenance,No,Operation,,,,0
INC2014-045,British Columbia,Release of Substance,Release of Substance,Level I,3/23/2014,3/22/2014 11:59,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",58.65351,-122.68466,,,"24 Beaver River Pipeline""",173.4713,Yes,No,No,Mixed HVP Hydrocarbons,No,Mixed HVP Hydrocarbons,Gas,6.3,Natural Gas Sour,Maintenance,No,Operation,,,,0
INC2014-044,Saskatchewan,Release of Substance,Release of Substance,Level I,3/17/2014,3/15/2014 3:00,OPR,Closed,Enbridge Pipelines Inc.,49.450607,-103.338728,,,Epi- Midale Terminal,,No,No,No,Crude Oil - Sweet,No,Crude Oil - Sweet,Liquid,1.75,,Standards and Procedures,No,Maintenance,,,,0
INC2014-043,Alberta,Release of Substance,Release of Substance,Level I,3/14/2014,3/14/2014 1:32,OPR,Closed,Enbridge Pipelines Inc.,52.635343,-111.267485,,,Line 1,1255.999,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.001,Crude Oil,Maintenance,No,Operation,,,,0
INC2014-042,New Brunswick,Release of Substance,Release of Substance,Level I,3/13/2014,3/12/2014 9:00,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,45.25073225,-66.0979223,,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,500,,Maintenance,No,Operation,,,,0
INC2014-041,Alberta,Fire,Fire,Level I,3/13/2014,3/13/2014 9:45,OPR,Closed,Enbridge Pipelines Inc.,53.547403,-113.355714,,,Edmonton Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,"Maintenance, Standards and Procedures",No,Operation,,,,0
INC2014-040,Ontario,Adverse Environmental Effects,Adverse Environmental Effects,Level I,3/13/2014,3/12/2014 3:18,OPR,Closed,TransCanada PipeLines Limited,43.8734742,-79.579834,,,Tcpl - Station 130 (Maple Compressor Station),,Yes,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,Yes,Maintenance,,,,0
INC2014-038,Quebec,Fire,Fire,Level I,2/25/2014,2/25/2014 8:15,OPR,Closed,Enbridge Pipelines Inc.,45.55837,-73.89573,,,Line 9,859.7003,No,No,No,Not Applicable,No,,Not Applicable,,Crude Oil,Standards and Procedures,No,Maintenance,,,,0
INC2014-033,Alberta,Release of Substance,Release of Substance,Level III,2/18/2014,2/18/2014 5:10,OPR,Closed,NOVA Gas Transmission Ltd.,52.49217,-114.98816,FERRIER NORTH,,"",,Yes,No,No,Natural Gas - Sweet,Yes,Natural Gas - Sweet,Gas,30001,,Maintenance,Yes,Operation,,,,0
INC2014-031,Alberta,Release of Substance,Release of Substance,Level I,2/16/2014,2/16/2014 7:45,OPR,Closed,Enbridge Pipelines Inc.,53.547403,-113.355714,,,Epi - Edmonton Terminal,,No,No,No,Crude Oil - Sweet,No,Crude Oil - Sweet,Liquid,5,,Maintenance,No,Operation,,,,0
INC2014-025,Alberta,Fire,Fire,Level I,2/10/2014,2/8/2014 10:30,OPR,Closed,Enbridge Pipelines Inc.,52.635343,-111.267485,,,Epi - Hardisty Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,"Natural or Environmental Forces, Tools and Equipment",No,Operation,,,,0
INC2014-024,New Brunswick,Release of Substance,Release of Substance,Level I,2/7/2014,2/7/2014 4:30,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,45.96376,-66.6432,,,Mainline,574.8808,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.01,Natural Gas,Maintenance,No,Operation,,,,0
INC2014-017,Alberta,Release of Substance,Release of Substance,Level I,1/22/2014,1/22/2014 10:24,OPR,Closed,Trans Mountain Pipeline ULC,53.5990003,-115.451183,,,Chip Lake Pump Station,,Yes,No,No,Crude Oil - Sweet,No,Crude Oil - Sweet,Liquid,17,,"Human Factors, Standards and Procedures",No,Maintenance,,,,0
INC2014-016,Saskatchewan,Release of Substance,Release of Substance,Level II,1/18/2014,1/18/2014 10:51,OPR,Closed,Enbridge Pipelines Inc.,50.392646,-104.569717,,,Epi Clipper - Rowatt Pump Station,,Yes,No,No,Crude Oil - Synthetic,No,Crude Oil - Synthetic,Liquid,20,,Maintenance,Yes,Operation,,,,0
INC2014-015,New Brunswick,Release of Substance,Release of Substance,Level I,1/16/2014,1/16/2014 7:30,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,45.273315,-66.063308,,,Mne - St. John Lateral Pressure Regulating Station,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,2,,Maintenance,No,Operation,,,,0
INC2014-014,Northwest Territories,Release of Substance,Release of Substance,Level I,1/16/2014,1/16/2014 8:33,OPR,Closed,Enbridge Pipelines (NW) Inc.,65.286034,-126.887048,,,Epi (Norman Wells) (Nwt),,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.0001,,Standards and Procedures,No,Maintenance,,,,0
INC2014-013,British Columbia,Release of Substance,Release of Substance,Level I,1/15/2014,1/15/2014 3:40,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",58.653246,-122.684823,,,Wei - Fort Nelson Gas Plant,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,190,,"Maintenance, Standards and Procedures",No,Operation,,,,0
INC2014-012,Alberta,Fire,Fire,Level I,1/15/2014,1/14/2014 9:55,OPR,Closed,Enbridge Pipelines Inc.,53.5474,-113.35582,,,Epi - Edmonton Tank Farm,,No,No,No,Not Applicable,No,,Not Applicable,,,"Engineering and Planning, Human Factors, Maintenance, Standards and Procedures",No,Construction,,,,0
